instrument,average_theo
UD:T$:CFO 0419861221,1038406.3067
UD:T$:CFO 0419861223,1038406.3017
UD:T$:CFO 0419861272,1313879.2979
UD:T$:CFO 0419861275,1313922.3443
UD:T$:CFO 0419861276,1313922.3324
UD:T$:CFO 0419861426,4000583.2559
UD:T$:CFO 0419861578,785760.4277
UD:T$:CFO 0419861579,785760.4249
UD:T$:CFO 0419861663,187426.9147
UD:T$:CFO 0419861664,187426.9135
UD:T$:CFO 0419861665,187426.9160
UD:T$:CFO 0419861666,187426.9122
UD:T$:CFO 0419861667,187426.9172
UD:T$:CFO 0419861669,187426.9110
UD:T$:CFO 0419861670,187426.9185
UD:T$:CFO 0419861671,187426.9097
UD:T$:CFO 0419861672,187426.9197
UD:T$:CFO 0419861673,187426.9085
UD:T$:CFO 0419861674,187426.9072
UD:T$:CFO 0419861691,517293.3823
UD:T$:CFO 0419861692,517293.3811
UD:T$:CFO 0419861693,517293.3836
UD:T$:CFO 0419861694,517293.3798
UD:T$:CFO 0419861695,517293.3848
UD:T$:CFO 0419861696,517293.3786
UD:T$:CFO 0419861697,517293.3861
UD:T$:CFO 0419861698,517293.3873
UD:T$:CFO 0419861809,1464743.6485
UD:T$:CFO 0419861811,476859.2328
UD:T$:CFO 0419861897,517164.2304
UD:T$:CFO 0419861898,517207.2792
UD:T$:CFO 0419861899,517121.1842
UD:T$:CFO 0419862120,1313879.2674
UD:T$:CFO 0419862202,596171.4971
UD:T$:CFO 0419862254,469042.5314
UD:T$:CFO 0419862494,1035533.4816
UD:T$:CFO 0419862496,921108.3785
UD:T$:CFO 0419862497,921108.3818
UD:T$:CFO 0419862705,92126.8157
UD:T$:CFO 0419862715,92126.8171
UD:T$:CFO 0419862716,92126.8185
UD:T$:CFO 0419862718,92126.8181
UD:T$:CFO 0419862719,92126.8176
UD:T$:CFO 0419862720,92126.8138
UD:T$:CFO 0419862722,92126.8134
UD:T$:CFO 0419862726,92126.8153
UD:T$:CFO 0419862727,92126.8148
UD:T$:CFO 0419862729,92126.8190
UD:T$:CFO 0419862730,92126.8143
UD:T$:CFO 0419862732,92126.8195
UD:T$:CFO 0419862733,92126.8129
UD:T$:CFO 0419862735,92126.8124
UD:T$:CFO 0419862737,92126.8120
UD:T$:CFO 0419862738,92126.8115
UD:T$:CFO 0419862739,92126.8101
UD:T$:CFO 0419862850,4047262.0160
UD:T$:CFO 0419862851,4047262.0243
UD:T$:CFO 0419862970,1464272.3870
UD:T$:CFO 0419862971,1464272.3738
UD:T$:CFO 0419862972,1464272.3720
UD:T$:CFO 0419862973,1464272.3701
UD:T$:CFO 0419862974,1464272.3757
UD:T$:CFO 0419862975,1464272.3682
UD:T$:CFO 0419862976,1464272.3776
UD:T$:CFO 0419862977,1464272.3663
UD:T$:CFO 0419862978,1464272.3795
UD:T$:CFO 0419862986,1659674.6869
UD:T$:CFO 0419862987,616396.3550
UD:T$:CFO 0419862988,4047215.2142
UD:T$:CFO 0419862989,1312364.5633
UD:T$:CFO 0419862990,4283328.6301
UD:T$:CFO 0419862991,1937621.4189
UD:T$:CFO 0419863059,517422.5339
UD:T$:CFO 0419863060,517422.5331
UD:T$:CFO 0419863061,517422.5323
UD:T$:CFO 0419863062,517422.5315
UD:T$:CFO 0419863063,517422.5307
UD:T$:CFO 0419863064,517422.5300
UD:T$:CFO 0419863065,517422.5292
UD:T$:CFO 0419863066,517422.5284
UD:T$:CFO 0419863067,517422.5276
UD:T$:CFO 0419863068,517422.5268
UD:T$:CFO 0419863069,517422.5261
UD:T$:CFO 0419863070,517422.5253
UD:T$:CFO 0419863071,517422.5245
UD:T$:CFO 0419863072,517422.5237
UD:T$:CFO 0419863073,517422.5229
UD:T$:CFO 0419863074,517422.5222
UD:T$:CFO 0419863075,517422.5214
UD:T$:CFO 0419863076,517422.5206
UD:T$:CFO 0419863077,517422.5198
UD:T$:CFO 0419863078,517422.5190
UD:T$:CFO 0419863079,517422.5182
UD:T$:CFO 0419863080,517422.5175
UD:T$:CFO 0419863081,517422.5167
UD:T$:CFO 0419863082,517422.5159
UD:T$:CFO 0419863083,517422.5151
UD:T$:CFO 0419863084,517422.5143
UD:T$:CFO 0419863085,517422.5136
UD:T$:CFO 0419863086,517422.5128
UD:T$:CFO 0419863087,517422.5120
UD:T$:CFO 0419863088,517422.5112
UD:T$:CFO 0419863089,517422.5104
UD:T$:CFO 0419863098,1464272.3645
UD:T$:CFO 0419863099,1464272.3626
UD:T$:CFO 0419863102,1464272.3607
UD:T$:CFO 0419863104,5967992.4826
UD:T$:CFO 0419863169,537478.7506
UD:T$:CFO 0419863287,1312129.7027
UD:T$:CFO 0419863290,1312388.2162
UD:T$:CFO 0419863293,1312388.2240
UD:T$:CFO 0419863296,1312388.2084
UD:T$:CFO 0419863431,537435.7078
UD:T$:CFO 0419863478,2753597.9503
UD:T$:CFO 0419863509,785846.4871
UD:T$:CFO 0419863511,785846.4771
UD:T$:CFO 0419863512,785846.4796
UD:T$:CFO 0419863540,588346.4926
UD:T$:CFO 0419863541,6638112.3748
UD:T$:CFO 0419863547,6638112.3770
UD:T$:CFO 0419863548,6638112.3814
UD:T$:CFO 0419863670,1314008.3480
UD:T$:CFO 0419863681,469085.3371
UD:T$:CFO 0419863686,2753511.8566
UD:T$:CFO 0419863693,4047175.8888
UD:T$:CFO 0419863696,4047261.9994
UD:T$:CFO 0419863698,4047305.0547
UD:T$:CFO 0419863699,4047305.0632
UD:T$:CFO 0419863700,4047305.0463
UD:T$:CFO 0419863703,4047305.0716
UD:T$:CFO 0419863704,4047305.0800
UD:T$:CFO 0419863706,4047305.0379
UD:T$:CFO 0419863708,4047305.0885
UD:T$:CFO 0419863709,4047305.0969
UD:T$:CFO 0419863710,4047305.0294
UD:T$:CFO 0419863713,4047305.1054
UD:T$:CFO 0419863715,4047305.0210
UD:T$:CFO 0419863718,4047305.0125
UD:T$:CFO 0419863720,4047305.0041
UD:T$:CFO 0419863723,4047304.9957
UD:T$:CFO 0419863725,4047304.9872
UD:T$:CFO 0419863728,4047304.9788
UD:T$:CFO 0419863729,4047304.9704
UD:T$:CFO 0419863731,4047304.9619
UD:T$:CFO 0419863733,4047304.9535
UD:T$:CFO 0419863736,4047304.9450
UD:T$:CFO 0419863739,4047304.9366
UD:T$:CFO 0419863741,4047305.1138
UD:T$:CFO 0419863742,4047304.9282
UD:T$:CFO 0419863743,4047305.1222
UD:T$:CFO 0419863745,4047305.1307
UD:T$:CFO 0419863746,4047304.9197
UD:T$:CFO 0419863748,4047304.9113
UD:T$:CFO 0419863749,4047305.1391
UD:T$:CFO 0419863750,4047304.9029
UD:T$:CFO 0419863751,4047304.8944
UD:T$:CFO 0419863754,4047304.8860
UD:T$:CFO 0419863757,4047304.8775
UD:T$:CFO 0419863759,4047304.8691
UD:T$:CFO 0419863917,537478.7445
UD:T$:CFO 0419863935,537478.7486
UD:T$:CFO 0419863952,537478.7466
UD:T$:CFO 0419863966,537478.7425
UD:T$:CFO 0419863967,537478.7384
UD:T$:CFO 0419863971,537478.7344
UD:T$:CFO 0419863982,537478.7547
UD:T$:CFO 0419863984,537435.7034
UD:T$:CFO 0419864069,506638.1793
UD:T$:CFO 0419864070,506638.1780
UD:T$:CFO 0419864072,506638.1805
UD:T$:CFO 0419864073,506638.1768
UD:T$:CFO 0419864075,506638.1818
UD:T$:CFO 0419864078,506638.1755
UD:T$:CFO 0419864080,506638.1830
UD:T$:CFO 0419864081,506638.1743
UD:T$:CFO 0419864083,506638.1730
UD:T$:CFO 0419864086,506638.1718
UD:T$:CFO 0419864139,506638.1705
UD:T$:CFO 0419864146,1312364.5403
UD:T$:CFO 0419864154,506638.1693
UD:T$:CFO 0419864156,506638.1680
UD:T$:CFO 0419864159,506638.1668
UD:T$:CFO 0419864164,506638.1655
UD:T$:CFO 0419864174,506638.1643
UD:T$:CFO 0419864187,506638.1630
UD:T$:CFO 0419864190,506638.1618
UD:T$:CFO 0419864260,506638.1605
UD:T$:CFO 0419864264,506638.1593
UD:T$:CFO 0419864266,506638.1580
UD:T$:CFO 0419864292,506638.1568
UD:T$:CFO 0419864294,506638.1555
UD:T$:CFO 0419864304,506638.1543
UD:T$:CFO 0419864312,616481.9578
UD:T$:CFO 0419864316,1863289.2779
UD:T$:CFO 0419864318,1863461.5129
UD:T$:CFO 0419864345,1863547.6304
UD:T$:CFO 0419864348,1863504.5717
UD:T$:CFO 0419864365,537521.7803
UD:T$:CFO 0419864374,537521.7841
UD:T$:CFO 0419864423,506638.1530
UD:T$:CFO 0419864452,1827110.8379
UD:T$:CFO 0419864488,1237787.3646
UD:T$:CFO 0419864489,1237787.3633
UD:T$:CFO 0419864490,1237787.3658
UD:T$:CFO 0419864491,1237787.3671
UD:T$:CFO 0419864492,1237787.3683
UD:T$:CFO 0419864493,1237787.3696
UD:T$:CFO 0419864494,1237787.3621
UD:T$:CFO 0419864496,1237787.3708
UD:T$:CFO 0419864500,1237787.3721
UD:T$:CFO 0419864578,506638.1518
UD:T$:CFO 0419864580,506638.1505
UD:T$:CFO 0419864597,2797055.4297
UD:T$:CFO 0419864602,2797012.3060
UD:T$:CFO 0419864675,537521.7766
UD:T$:CFO 0419864678,537521.7728
UD:T$:CFO 0419864784,537564.8281
UD:T$:CFO 0419864833,604087.9206
UD:T$:CFO 0419864836,1038792.0792
UD:T$:CFO 0419864902,5544523.7822
UD:T$:CFO 0419864903,5544523.7809
UD:T$:CFO 0419864904,5544523.7834
UD:T$:CFO 0419864907,5544523.7797
UD:T$:CFO 0419864908,5544523.7847
UD:T$:CFO 0419864909,5544523.7859
UD:T$:CFO 0419864910,5544523.7872
UD:T$:CFO 0419864912,5544523.7884
UD:T$:CFO 0419864914,5544523.7897
UD:T$:CFO 0419864918,5544523.7909
UD:T$:CFO 0419864920,5544523.7784
UD:T$:CFO 0419864926,5544523.7922
UD:T$:CFO 0419864929,5544523.7934
UD:T$:CFO 0419864935,5544523.7772
UD:T$:CFO 0419864936,5544523.7759
UD:T$:CFO 0419864943,604087.9168
UD:T$:CFO 0419864969,1038834.9567
UD:T$:CFO 0419864989,1038749.2142
UD:T$:CFO 0419865017,537521.7878
UD:T$:CFO 0419865043,1038792.0898
UD:T$:CFO 0419865234,537521.7916
UD:T$:CFO 0419865278,1243214.7267
UD:T$:CFO 0419865280,604087.9318
UD:T$:CFO 0419865352,1193143.6552
UD:T$:CFO 0419865382,921151.4654
UD:T$:CFO 0419865612,2332428.8263
UD:T$:CFO 0419865760,2754114.5269
UD:T$:CFO 0419865854,1314223.5616
UD:T$:CFO 0419865855,1314223.5568
UD:T$:CFO 0419865906,2754545.1303
UD:T$:CFO 0419865907,2754545.1291
UD:T$:CFO 0419865908,2754545.1316
UD:T$:CFO 0419865909,2754545.1328
UD:T$:CFO 0419865910,2754545.1341
UD:T$:CFO 0419865911,2754545.1353
UD:T$:CFO 0419865912,2754545.1366
UD:T$:CFO 0419865913,1908900.3248
UD:T$:CFO 0419865914,1908900.3236
UD:T$:CFO 0419865917,1908900.3223
UD:T$:CFO 0419865918,1908900.3211
UD:T$:CFO 0419865919,1908900.3198
UD:T$:CFO 0419865920,1908900.3261
UD:T$:CFO 0419865921,1908900.3186
UD:T$:CFO 0419865926,2754545.1278
UD:T$:CFO 0419865931,2754545.1266
UD:T$:CFO 0419865934,1237787.3733
UD:T$:CFO 0419865935,1237787.3746
UD:T$:CFO 0419865936,1237787.3758
UD:T$:CFO 0419865938,2754545.1378
UD:T$:CFO 0419865995,2754545.1253
UD:T$:CFO 0419865996,1908900.3273
UD:T$:CFO 0419865997,1237787.3608
UD:T$:CFO 0419865998,2754545.1241
UD:T$:CFO 0419866001,2754545.1228
UD:T$:CFO 0419866003,2754545.1216
UD:T$:CFO 0419866031,1659931.7185
UD:T$:CFO 0419866040,1660017.3822
UD:T$:CFO 0419866054,1659760.4060
UD:T$:CFO 0419866072,2754148.3419
UD:T$:CFO 0419866308,1464272.3907
UD:T$:CFO 0419866309,1464272.3888
UD:T$:CFO 0419866311,1464272.3926
UD:T$:CFO 0419866313,1464272.3851
UD:T$:CFO 0419866314,1464272.3832
UD:T$:CFO 0419866317,1464272.3945
UD:T$:CFO 0419866319,1464272.3963
UD:T$:CFO 0419866373,1464272.3982
UD:T$:CFO 0419866374,1863203.1654
UD:T$:CFO 0419866375,1863203.1642
UD:T$:CFO 0419866376,1863203.1667
UD:T$:CFO 0419866380,1863203.1679
UD:T$:CFO 0419866381,1863203.1692
UD:T$:CFO 0419866384,1863203.1704
UD:T$:CFO 0419866388,1863203.1717
UD:T$:CFO 0419866392,1863203.1729
UD:T$:CFO 0419866488,1863203.1742
UD:T$:CGN 0418850601,-655130.9395
UD:T$:CGN 0418851084,-2503749.8335
UD:T$:CGN 0418851099,-2503749.8373
UD:T$:CGN 0418851104,212227.3752
UD:T$:CGN 0418851115,212227.3981
UD:T$:CGN 0418851120,212227.4209
UD:T$:CGN 0418851133,-2503749.8385
UD:T$:CGN 0418851614,-3820475.9193
UD:T$:CGN 0418851632,-3820475.9168
UD:T$:CGN 0418851636,-3820475.9174
UD:T$:CGN 0418852030,212270.1049
UD:T$:CGN 0418852035,212270.0824
UD:T$:CGN 0418852260,747586.9516
UD:T$:CGN 0418852828,960488.6247
UD:T$:CGN 0418853237,-918443.9995
UD:T$:CGN 0418853245,1991163.8905
UD:T$:CGN 0418853284,-897931.6131
UD:T$:CGN 0418853390,-897931.5888
UD:T$:CGN 0418853398,-897931.4669
UD:T$:CGN 0418853413,-897931.5156
UD:T$:CGN 0418853575,1991163.8900
UD:T$:CGN 0418853776,212312.7268
UD:T$:CGN 0418854630,269219.8596
UD:T$:CGN 0418854873,225917.0240
UD:T$:CGN 0418854981,-66769.9291
UD:T$:CGN 0418855085,36918.9802
UD:T$:CGN 0418855100,-67069.8573
UD:T$:CGN 0418855447,-66769.9332
UD:T$:CGN 0418855474,-66769.9373
UD:T$:CGN 0418855476,-66769.9413
UD:T$:CGN 0418855480,-66769.9454
UD:T$:CGN 0418855658,-2326816.4002
UD:T$:CGN 0418855660,-2326816.3979
UD:T$:CGN 0418855661,-2326816.3955
UD:T$:CGN 0418855829,-66769.9576
UD:T$:CGN 0418855833,-66769.9616
UD:T$:CGN 0418856195,395381.9652
UD:T$:CGN 0418856263,375525.5957
UD:T$:CGN 0418856266,375525.5823
UD:T$:CGN 0418856301,375525.5688
UD:T$:CGN 0418856355,35350.3769
UD:T$:CGN 0418856574,375525.5017
UD:T$:CGN 0418856593,375525.5151
UD:T$:CGN 0418856797,-1601662.2465
UD:T$:CGN 0418856826,-1601662.2662
UD:T$:CGN 0418857164,-1910415.3944
UD:T$:CGN 0418858360,-1140371.7172
UD:T$:CGN 0418858400,212312.7490
UD:T$:CGN 0418858997,212312.7712
UD:T$:CGN 0418859562,993854.3913
UD:T$:CGN 0418860157,-1140414.7783
UD:T$:CGN 0418860196,-1353360.4011
UD:T$:CGN 0418907455,1357428.7215
UD:T$:CGN 0418907464,1357385.7065
UD:T$:CGN 0418908471,1114197.0785
UD:T$:CGN 0418908472,1114197.0778
UD:T$:CGN 0418908473,1114412.3496
UD:T$:CGN 0418909622,327507.5077
UD:T$:CGN 0418909623,327507.5089
UD:T$:CGN 0418909624,327507.5064
UD:T$:CGN 0418909625,327507.5102
UD:T$:CGN 0418909626,327507.5052
UD:T$:CGN 0418909627,327507.5039
UD:T$:CGN 0418909628,327507.5114
UD:T$:CGN 0418909629,327507.5027
UD:T$:CGN 0418909632,327507.4914
UD:T$:CGN 0418909633,327507.4927
UD:T$:CGN 0418909634,327507.4902
UD:T$:CGN 0418909635,327507.4939
UD:T$:CGN 0418909636,327507.4889
UD:T$:CGN 0418909637,327507.4952
UD:T$:CGN 0418909638,327507.4877
UD:T$:CGN 0418909664,327507.4964
UD:T$:CGN 0418909710,327507.4864
UD:T$:CGN 0418909711,327507.4852
UD:T$:CGN 0418909712,327507.4839
UD:T$:CGN 0418909713,327507.4827
UD:T$:CGN 0418909714,327507.4814
UD:T$:CGN 0418909725,327507.4802
UD:T$:CGN 0418909753,327507.4789
UD:T$:CGN 0418909762,327507.4777
UD:T$:CGN 0418909961,327507.4977
UD:T$:CGN 0418909962,327507.4989
UD:T$:CGN 0418909963,327507.5002
UD:T$:CGN 0418910214,327507.4764
UD:T$:CGN 0418910561,-1138376.3171
UD:T$:CGN 0418910564,-1138376.3134
UD:T$:CGN 0418910566,-1138376.3153
UD:T$:CGN 0418910569,-1138376.3190
UD:T$:CGN 0418910570,-1138376.3284
UD:T$:CGN 0418910580,-1138376.3265
UD:T$:CGN 0418910588,-1138376.3303
UD:T$:CGN 0418910679,327507.4752
UD:T$:CGN 0418910680,327507.4739
UD:T$:CGN 0418910681,327507.4727
UD:T$:CGN 0418910683,327507.4714
UD:T$:CGN 0418910684,327507.4702
UD:T$:CGN 0418910685,327507.4689
UD:T$:CGN 0418910743,327507.4677
UD:T$:CGN 0418911860,-820356.2139
UD:T$:CGN 0418917865,327507.4664
UD:T$:CGN 0418917866,327507.4652
UD:T$:CGN 0418917867,327507.4639
UD:T$:CGN 0418917868,327507.4627
UD:T$:CGN 0418917874,327507.4614
UD:T$:CGN 0418917880,327507.4602
UD:T$:CGN 0418918543,327507.4589
UD:T$:CGN 0418918619,327507.4577
UD:T$:CGN 0418918623,327507.4564
UD:T$:CGN 0418918624,327507.4552
UD:T$:CGN 0418918733,212227.4437
UD:T$:CGN 0418918884,-1138419.3867
UD:T$:CGN 0418918888,327507.4539
UD:T$:CGN 0418918895,327507.4527
UD:T$:CGN 0418918896,327507.4514
UD:T$:CGN 0418918897,327507.4502
UD:T$:CGN 0418919196,1102188.8101
UD:T$:CGN 0419861870,330428.1124
UD:T$:CGN 0419861871,330428.1112
UD:T$:CGN 0419861872,330428.1099
UD:T$:CGN 0419861873,330428.1087
UD:T$:CGN 0419861874,330428.1074
UD:T$:CGN 0419861875,330428.1062
UD:T$:CGN 0419861878,330428.1049
UD:T$:CGN 0419861880,330428.1137
UD:T$:CGN 0419861881,330428.1149
UD:T$:CGN 0419861882,330428.1162
UD:T$:CGN 0419861883,330428.1174
UD:T$:CGN 0419861884,330428.1187
UD:T$:CGN 0419861885,330428.1199
UD:T$:CGN 0419861944,330428.1037
UD:T$:CGN 0419861966,302221.2568
UD:T$:CGN 0419861967,302221.2580
UD:T$:CGN 0419861969,302221.2555
UD:T$:CGN 0419861970,302221.2543
UD:T$:CGN 0419861972,302221.2530
UD:T$:CGN 0419861973,302221.2518
UD:T$:CGN 0419861974,302221.2593
UD:T$:CGN 0419862257,235888.6460
UD:T$:CGN 0419862258,235888.6448
UD:T$:CGN 0419862259,235888.6473
UD:T$:CGN 0419862260,235888.6435
UD:T$:CGN 0419862261,235888.6485
UD:T$:CGN 0419862262,235888.6423
UD:T$:CGN 0419862263,235888.6410
UD:T$:CGN 0419862264,235888.6398
UD:T$:CGN 0419862265,235888.6385
UD:T$:CGN 0419862267,235888.6373
UD:T$:CGN 0419862483,-4154730.4228
UD:T$:CGN 0419862484,-4154730.4191
UD:T$:CGN 0419862503,-1990253.4291
UD:T$:CGN 0419862504,-1990253.4141
UD:T$:CGN 0419862506,-1990253.4441
UD:T$:CGN 0419862507,-1990253.3991
UD:T$:CGN 0419862508,-1990253.3841
UD:T$:CGN 0419862509,-1990253.3691
UD:T$:CGN 0419862510,-1990253.3541
UD:T$:CGN 0419862512,-1990253.3391
UD:T$:CGN 0419862513,-1990253.4591
UD:T$:CGN 0419862514,-1990253.3241
UD:T$:CGN 0419862515,-1990253.4741
UD:T$:CGN 0419862517,-1990253.3091
UD:T$:CGN 0419862519,-1990253.4891
UD:T$:CGN 0419862520,-1990253.2941
UD:T$:CGN 0419862521,-1990253.5041
UD:T$:CGN 0419862523,-1990253.5191
UD:T$:CGN 0419862525,-1990253.5341
UD:T$:CGN 0419862526,-1990253.5491
UD:T$:CGN 0419862529,-1990253.5641
UD:T$:CGN 0419862532,-1990253.5791
UD:T$:CGN 0419862535,-1990253.5941
UD:T$:CGN 0419862536,-1990253.6091
UD:T$:CGN 0419862537,-1990253.6241
UD:T$:CGN 0419862593,88821.1928
UD:T$:CGN 0419862699,336910.5508
UD:T$:CGN 0419862724,-1990124.9335
UD:T$:CGN 0419862753,-1990124.9494
UD:T$:CGN 0419862755,-1990124.9176
UD:T$:CGN 0419862756,-1990124.9016
UD:T$:CGN 0419862758,-1990124.8857
UD:T$:CGN 0419862761,-1990124.8698
UD:T$:CGN 0419862762,-1990124.8538
UD:T$:CGN 0419862765,-1990124.8379
UD:T$:CGN 0419862766,-1990124.8219
UD:T$:CGN 0419862822,6375648.5412
UD:T$:CGN 0419862823,6375605.4855
UD:T$:CGN 0419862824,6375433.2630
UD:T$:CGN 0419862826,6375433.2646
UD:T$:CGN 0419862827,6375433.2662
UD:T$:CGN 0419862828,6375433.2677
UD:T$:CGN 0419862829,6375433.2693
UD:T$:CGN 0419862831,-1990124.9654
UD:T$:CGN 0419862833,-1990124.9813
UD:T$:CGN 0419862845,-1990124.9973
UD:T$:CGN 0419862846,-1990125.0132
UD:T$:CGN 0419862848,-1990125.0291
UD:T$:CGN 0419862861,-1990125.1248
UD:T$:CGN 0419862894,-1990124.8060
UD:T$:CGN 0419862895,-1990124.7901
UD:T$:CGN 0419862896,-1990124.7741
UD:T$:CGN 0419862897,-1990124.7582
UD:T$:CGN 0419862898,-1990124.7423
UD:T$:CGN 0419862899,-1990124.7263
UD:T$:CGN 0419862900,-1990124.7104
UD:T$:CGN 0419862912,-1990124.6944
UD:T$:CGN 0419862914,-1990124.6785
UD:T$:CGN 0419862915,-1990124.6626
UD:T$:CGN 0419862916,-1990124.6466
UD:T$:CGN 0419862917,-1990124.6307
UD:T$:CGN 0419862918,-1990124.6148
UD:T$:CGN 0419862920,-1990124.5988
UD:T$:CGN 0419863047,-5306711.2708
UD:T$:CGN 0419863049,-5306711.2477
UD:T$:CGN 0419863091,-2832556.3451
UD:T$:CGN 0419863095,-2832556.3413
UD:T$:CGN 0419863214,-3156747.6290
UD:T$:CGN 0419863219,-3156747.6304
UD:T$:CGN 0419863231,-1008682.3416
UD:T$:CGN 0419863250,-1008682.3403
UD:T$:CGN 0419863251,-1008682.3391
UD:T$:CGN 0419863307,-176470.5616
UD:T$:CGN 0419863329,-1008682.3384
UD:T$:CGN 0419863330,-1008682.3378
UD:T$:CGN 0419863828,-3156704.5815
UD:T$:CGN 0419863831,-3156704.5831
UD:T$:CGN 0419863834,-3156704.5847
UD:T$:CGN 0419863836,-3156704.5878
UD:T$:CGN 0419863880,523182.1560
UD:T$:CGN 0419863921,304954.6348
UD:T$:CGN 0419863922,304954.6336
UD:T$:CGN 0419863925,304954.6361
UD:T$:CGN 0419863926,304954.6323
UD:T$:CGN 0419863928,304954.6373
UD:T$:CGN 0419863929,304954.6311
UD:T$:CGN 0419863930,304954.6386
UD:T$:CGN 0419863931,304954.6298
UD:T$:CGN 0419863932,304954.6398
UD:T$:CGN 0419863934,304954.6411
UD:T$:CGN 0419863936,304954.6423
UD:T$:CGN 0419863951,523089.8325
UD:T$:CGN 0419864267,-7825685.8425
UD:T$:CGN 0419864383,-3156919.8597
UD:T$:CGN 0419864401,-3156919.8581
UD:T$:CGN 0419864422,-3156919.8565
UD:T$:CGN 0419864426,-3156919.8550
UD:T$:CGN 0419864427,1087763.0052
UD:T$:CGN 0419864598,-1008811.6831
UD:T$:CGN 0419864599,-1008811.6816
UD:T$:CGN 0419864600,-1008811.6808
UD:T$:CGN 0419864603,-1008811.6800
UD:T$:CGN 0419864651,-3156919.8612
UD:T$:CGN 0419864870,1181466.8304
UD:T$:CGN 0419865269,1087763.0078
UD:T$:CGN 0419865270,1087763.0026
UD:T$:CGN 0419865363,523175.4150
UD:T$:CGN 0419865985,1087806.1289
UD:T$:CGN 0419866117,879179.3458
UD:T$:CGN 0419866159,3011357.2278
UD:T$:CGN 0419866426,-962703.2210
UD:T$:CGN 0419866428,-962703.2228
UD:T$:CGN 0419866431,-962703.2191
UD:T$:CGN 0419866432,-962703.2247
UD:T$:CGN 0419866437,-962703.2172
UD:T$:CGN 0419866448,-962703.2153
UD:T$:CGN 0419866536,93873.1082
UD:T$:CGN 0419866537,93873.1101
UD:T$:CGN 0419866539,93873.1120
UD:T$:CGN 0419866540,93873.1064
UD:T$:CGN 0419866542,93873.1139
UD:T$:CGN 0419866545,93873.1045
UD:T$:CGN 0419866547,93873.1026
UD:T$:CGN 0419866550,93873.1157
UD:T$:CGN 0419866552,93873.1176
UD:T$:CHO 0418853721,-3405976.1334
UD:T$:CHO 0418859826,-654907.4591
UD:T$:CHS 0418855215,-4882118.4489
UD:T$:CRR 0418850020,203636.4340
UD:T$:CRR 0418851349,-341962.5365
UD:T$:CRR 0418851358,-54845.8043
UD:T$:CRR 0418851383,-758589.2566
UD:T$:CRR 0418851819,-96979.8940
UD:T$:CRR 0418851960,-96979.9137
UD:T$:CRR 0418851966,-96979.9072
UD:T$:CRR 0418851991,-758460.0738
UD:T$:CRR 0418852170,-71751.1895
UD:T$:CRR 0418852193,-29456.7198
UD:T$:CRR 0418852227,-96979.9400
UD:T$:CRR 0418852816,-267976.0645
UD:T$:CRR 0418852856,-267976.0686
UD:T$:CRR 0418853340,-29413.7099
UD:T$:CRR 0418853352,-29413.7235
UD:T$:CRR 0418853837,-758460.1562
UD:T$:CRR 0418854288,-276938.8414
UD:T$:CRR 0418854316,-276938.8369
UD:T$:CRR 0418854530,-276809.7011
UD:T$:CRR 0418854638,-276809.7173
UD:T$:CRR 0418854822,-625973.7964
UD:T$:CRR 0418855179,325772.7269
UD:T$:CRR 0418855182,325772.7302
UD:T$:CRR 0418855186,325772.7334
UD:T$:CRR 0418855193,325772.7367
UD:T$:CRR 0418855913,-276809.7051
UD:T$:CRR 0418856669,-276809.6930
UD:T$:CRR 0418857011,-143085.3932
UD:T$:CRR 0418857018,37115.1756
UD:T$:CRR 0418857031,-276852.7455
UD:T$:CRR 0418857043,-134239.0444
UD:T$:CRR 0418857263,48555.9805
UD:T$:CRR 0418857646,-188032.0650
UD:T$:CRR 0418857659,-29585.9335
UD:T$:CRR 0418857665,-150826.6573
UD:T$:CRR 0418857671,6443.8272
UD:T$:CRR 0418857695,-276723.6292
UD:T$:CRR 0418858999,-1276012.1179
UD:T$:CRR 0418859259,183488.8355
UD:T$:CRR 0418859273,-383136.0187
UD:T$:CRR 0418859309,192433.1170
UD:T$:CRR 0418859333,-92118.8628
UD:T$:CRR 0418859411,-55329.5004
UD:T$:CRR 0418859418,64525.7427
UD:T$:CRR 0418859714,-758417.1266
UD:T$:CRR 0418860012,-298752.5702
UD:T$:CRR 0418860014,-298752.6177
UD:T$:CRR 0418860082,-298752.6059
UD:T$:CRR 0418860083,-298752.5584
UD:T$:CRR 0418906081,-119.9840
UD:T$:CRR 0418907083,2062501.4430
UD:T$:CRR 0418907087,477571.7544
UD:T$:CRR 0418907100,906954.2808
UD:T$:CRR 0418907107,234874.5016
UD:T$:CRR 0418907121,-299138.1990
UD:T$:CRR 0418907140,17369.8765
UD:T$:CRR 0418907294,-277068.0080
UD:T$:CRR 0418907318,-188247.3275
UD:T$:CRR 0418907331,183359.5994
UD:T$:CRR 0418907503,183488.8519
UD:T$:CRR 0418909385,183488.7644
UD:T$:CRR 0418909421,519.4033
UD:T$:CRR 0418909424,519.4189
UD:T$:CRR 0418909427,68.3514
UD:T$:CRR 0418909432,82.9880
UD:T$:CRR 0418909436,183488.7699
UD:T$:CRR 0418909440,7.8361
UD:T$:CRR 0418909465,693159.5522
UD:T$:CRR 0418909505,32.6824
UD:T$:CRR 0418909507,83.9724
UD:T$:CRR 0418910198,293489.1820
UD:T$:CRR 0418910201,-29628.9860
UD:T$:CRR 0418910379,193370.2121
