instrument,average_theo
E1CK2 P4565,153.8284
E1CK2 P4570,157.7596
E1CK2 P4575,161.7547
E1CK2 P4580,165.8109
E1CK2 P4585,169.9270
E1CK2 P4590,174.1010
E1CK2 P4595,178.3312
E1CK2 P4600,182.6157
E1CK2 P4605,186.9510
E1CK2 P4610,191.3362
E1CK2 P4615,195.7689
E1CK2 P4620,200.2439
E1CK2 P4625,204.7611
E1CK2 P4630,209.3202
E1CK2 P4635,213.9157
E1CK2 P4640,218.5455
E1CK2 P4645,223.2077
E1CK2 P4650,227.9011
E1CK2 P4655,232.6224
E1CK2 P4660,237.3695
E1CK2 P4665,242.1389
E1CK2 P4670,246.9302
E1CK2 P4675,251.7407
E1CK2 P4680,256.5704
E1CK2 P4685,261.4187
E1CK2 P4690,266.2770
E1CK2 P4695,271.1455
E1CK2 P4700,276.0308
E1CK2 P4705,280.9265
E1CK2 P4710,286.0125
E2AK2 C3560,866.5465
E2AK2 C3570,856.5980
E2AK2 C3580,846.6509
E2AK2 C3590,836.7049
E2AK2 C3600,826.7602
E2AK2 C3610,816.8173
E2AK2 C3620,806.6302
E2AK2 C3630,796.6866
E2AK2 C3640,786.7438
E2AK2 C3650,776.8055
E2AK2 C3660,766.8707
E2AK2 C3670,756.9377
E2AK2 C3680,746.9227
E2AK2 C3690,736.9913
E2AK2 C3700,727.0631
E2AK2 C3710,717.1382
E2AK2 C3720,707.2166
E2AK2 C3730,697.2984
E2AK2 C3735,692.3409
E2AK2 C3740,687.3843
E2AK2 C3745,682.4287
E2AK2 C3750,677.4743
E2AK2 C3755,672.5211
E2AK2 C3760,667.5687
E2AK2 C3765,662.6175
E2AK2 C3770,657.6680
E2AK2 C3775,652.7194
E2AK2 C3780,647.7725
E2AK2 C3785,642.8270
E2AK2 C3790,637.8829
E2AK2 C3795,632.9405
E2AK2 C3800,627.9997
E2AK2 C3805,623.0607
E2AK2 C3810,618.1232
E2AK2 C3815,613.1874
E2AK2 C3820,608.2537
E2AK2 C3825,603.3222
E2AK2 C3830,598.3925
E2AK2 C3835,593.4650
E2AK2 C3840,588.5397
E2AK2 C3845,583.6162
E2AK2 C3850,578.6952
E2AK2 C3855,573.7765
E2AK2 C3860,568.8609
E2AK2 C3865,563.9477
E2AK2 C3870,559.0375
E2AK2 C3875,554.1304
E2AK2 C3880,549.2256
E2AK2 C3885,544.3242
E2AK2 C3890,539.4257
E2AK2 C3895,534.5302
E2AK2 C3900,529.6380
E2AK2 C3905,524.7492
E2AK2 C3910,519.8639
E2AK2 C3915,514.9820
E2AK2 C3920,510.1042
E2AK2 C3925,505.2302
E2AK2 C3930,500.3604
E2AK2 C3935,495.4946
E2AK2 C3940,490.6334
E2AK2 C3945,485.7768
E2AK2 C3950,480.9250
E2AK2 C3955,476.0780
E2AK2 C3960,471.2362
E2AK2 C3965,466.3999
E2AK2 C3970,461.5688
E2AK2 C3975,456.7437
E2AK2 C3980,451.9249
E2AK2 C3985,447.1122
E2AK2 C3990,442.3061
E2AK2 C3995,437.5072
E2AK2 C4000,432.7150
E2AK2 C4005,427.9304
E2AK2 C4010,423.1533
E2AK2 C4015,418.3840
E2AK2 C4020,413.6225
E2AK2 C4025,408.8679
E2AK2 C4030,404.1165
E2AK2 C4035,399.3740
E2AK2 C4040,394.6408
E2AK2 C4045,389.9154
E2AK2 C4050,385.2002
E2AK2 C4055,380.4946
E2AK2 C4060,375.7984
E2AK2 C4065,371.1126
E2AK2 C4070,366.4365
E2AK2 C4075,361.7708
E2AK2 C4080,357.1159
E2AK2 C4085,352.4697
E2AK2 C4090,347.8367
E2AK2 C4095,343.2147
E2AK2 C4100,338.6052
E2AK2 C4105,334.0069
E2AK2 C4110,329.4175
E2AK2 C4115,324.8420
E2AK2 C4120,320.2785
E2AK2 C4125,315.7278
E2AK2 C4130,311.1900
E2AK2 C4135,306.6651
E2AK2 C4140,302.1545
E2AK2 C4145,297.6572
E2AK2 C4150,293.1740
E2AK2 C4155,288.7057
E2AK2 C4160,284.2529
E2AK2 C4165,279.8148
E2AK2 C4170,275.3921
E2AK2 C4175,270.9854
E2AK2 C4180,266.5951
E2AK2 C4185,262.2214
E2AK2 C4190,257.8643
E2AK2 C4195,253.5246
E2AK2 C4200,249.2035
E2AK2 C4205,244.8996
E2AK2 C4210,240.6142
E2AK2 C4215,236.3474
E2AK2 C4220,232.1008
E2AK2 C4225,227.8740
E2AK2 C4230,223.6666
E2AK2 C4235,219.4812
E2AK2 C4240,215.3142
E2AK2 C4245,211.1708
E2AK2 C4250,207.0505
E2AK2 C4255,202.9520
E2AK2 C4260,198.8750
E2AK2 C4265,194.8185
E2AK2 C4270,190.7868
E2AK2 C4275,186.7795
E2AK2 C4280,182.7977
E2AK2 C4285,178.8422
E2AK2 C4290,174.9124
E2AK2 C4295,171.0089
E2AK2 C4300,167.1323
E2AK2 C4305,163.2828
E2AK2 C4310,159.4612
E2AK2 C4315,155.6675
E2AK2 C4320,151.9021
E2AK2 C4325,148.1656
E2AK2 C4330,144.4589
E2AK2 C4335,140.7810
E2AK2 C4340,137.1340
E2AK2 C4345,133.5181
E2AK2 C4350,129.9392
E2AK2 C4355,126.3999
E2AK2 C4360,122.8895
E2AK2 C4365,119.4086
E2AK2 C4370,115.9580
E2AK2 C4375,112.5388
E2AK2 C4380,109.1517
E2AK2 C4385,105.7973
E2AK2 C4390,102.4777
E2AK2 C4395,99.1930
E2AK2 C4400,95.9434
E2AK2 C4405,92.7332
E2AK2 C4410,89.5580
E2AK2 C4415,86.4226
E2AK2 C4420,83.3276
E2AK2 C4425,80.2827
E2AK2 C4430,77.2928
E2AK2 C4435,74.3515
E2AK2 C4440,71.4561
E2AK2 C4445,68.6136
E2AK2 C4450,65.8233
E2AK2 C4455,63.0858
E2AK2 C4460,60.4024
E2AK2 C4465,57.7757
E2AK2 C4470,55.2063
E2AK2 C4475,52.6954
E2AK2 C4480,50.2447
E2AK2 C4485,47.8549
E2AK2 C4490,45.5276
E2AK2 C4495,43.2641
E2AK2 C4500,41.0671
E2AK2 C4505,38.9379
E2AK2 C4510,36.8748
E2AK2 C4515,34.8787
E2AK2 C4520,32.9499
E2AK2 C4525,31.0892
E2AK2 C4530,29.2969
E2AK2 C4535,27.5734
E2AK2 C4540,25.9183
E2AK2 C4545,24.3306
E2AK2 C4550,22.8106
E2AK2 C4555,21.3583
E2AK2 C4560,19.9726
E2AK2 C4565,18.6532
E2AK2 C4570,17.3990
E2AK2 C4575,16.2005
E2AK2 C4580,15.0637
E2AK2 C4585,13.9895
E2AK2 C4590,12.9757
E2AK2 C4595,12.0208
E2AK2 C4600,11.1227
E2AK2 C4605,10.2791
E2AK2 C4610,9.4883
E2AK2 C4615,8.7481
E2AK2 C4620,8.0573
E2AK2 C4625,7.4129
E2AK2 C4630,6.8146
E2AK2 C4635,6.2570
E2AK2 C4640,5.7407
E2AK2 C4645,5.2621
E2AK2 C4650,4.8207
E2AK2 C4655,4.4134
E2AK2 C4660,4.0388
E2AK2 C4670,3.3791
E2AK2 C4680,2.8230
E2AK2 C4690,2.3588
E2AK2 C4700,1.9715
E2AK2 C4710,1.6492
E2AK2 C4720,1.3850
E2AK2 C4730,1.1611
E2AK2 C4740,0.9730
E2AK2 C4750,0.8184
E2AK2 C4760,0.6906
E2AK2 C4770,0.5844
E2AK2 C4780,0.4941
E2AK2 C4790,0.4213
E2AK2 C4800,0.3565
E2AK2 C4810,0.3014
E2AK2 C4820,0.2542
E2AK2 C4830,0.2149
E2AK2 C4840,0.1811
E2AK2 C4850,0.1533
E2AK2 C4860,0.1298
E2AK2 C4870,0.1105
E2AK2 C4880,0.0964
E2AK2 C4900,0.0781
E2AK2 P2200,0.0429
E2AK2 P2300,0.0588
E2AK2 P2400,0.0609
E2AK2 P2500,0.0827
E2AK2 P2600,0.1120
E2AK2 P2650,0.1290
E2AK2 P2700,0.1471
E2AK2 P2750,0.1673
E2AK2 P2800,0.1907
E2AK2 P2850,0.2182
E2AK2 P2900,0.2511
E2AK2 P2950,0.2826
E2AK2 P3000,0.3123
E2AK2 P3050,0.3502
E2AK2 P3100,0.4046
E2AK2 P3150,0.4787
E2AK2 P3200,0.5604
E2AK2 P3250,0.6467
E2AK2 P3300,0.7344
E2AK2 P3310,0.7521
E2AK2 P3320,0.7701
E2AK2 P3330,0.7886
E2AK2 P3340,0.8077
E2AK2 P3350,0.8271
E2AK2 P3360,0.8472
E2AK2 P3370,0.8688
E2AK2 P3380,0.8916
E2AK2 P3390,0.9156
E2AK2 P3400,0.9409
E2AK2 P3410,0.9679
E2AK2 P3420,0.9964
E2AK2 P3430,1.0266
E2AK2 P3440,1.0586
E2AK2 P3450,1.0919
E2AK2 P3460,1.1265
E2AK2 P3470,1.1624
E2AK2 P3480,1.1995
E2AK2 P3490,1.2375
E2AK2 P3500,1.2765
E2AK2 P3510,1.3164
E2AK2 P3520,1.3572
E2AK2 P3530,1.3986
E2AK2 P3540,1.4407
E2AK2 P3550,1.4836
E2AK2 P3560,1.5272
E2AK2 P3570,1.5722
E2AK2 P3580,1.6194
E2AK2 P3590,1.6673
E2AK2 P3600,1.7162
E2AK2 P3610,1.7661
E2AK2 P3620,1.8170
E2AK2 P3630,1.8689
E2AK2 P3640,1.9228
E2AK2 P3650,1.9779
E2AK2 P3660,2.0350
E2AK2 P3670,2.0947
E2AK2 P3680,2.1575
E2AK2 P3690,2.2229
E2AK2 P3700,2.2916
E2AK2 P3710,2.3635
E2AK2 P3720,2.4387
E2AK2 P3730,2.5174
E2AK2 P3735,2.5583
E2AK2 P3740,2.6002
E2AK2 P3745,2.6430
E2AK2 P3750,2.6870
E2AK2 P3755,2.7322
E2AK2 P3760,2.7782
E2AK2 P3765,2.8255
E2AK2 P3770,2.8744
E2AK2 P3775,2.9242
E2AK2 P3780,2.9758
E2AK2 P3785,3.0287
E2AK2 P3790,3.0830
E2AK2 P3795,3.1390
E2AK2 P3800,3.1966
E2AK2 P3805,3.2560
E2AK2 P3810,3.3170
E2AK2 P3815,3.3797
E2AK2 P3820,3.4444
E2AK2 P3825,3.5113
E2AK2 P3830,3.5800
E2AK2 P3835,3.6509
E2AK2 P3840,3.7240
E2AK2 P3845,3.7990
E2AK2 P3850,3.8764
E2AK2 P3855,3.9562
E2AK2 P3860,4.0390
E2AK2 P3865,4.1241
E2AK2 P3870,4.2124
E2AK2 P3875,4.3037
E2AK2 P3880,4.3973
E2AK2 P3885,4.4944
E2AK2 P3890,4.5943
E2AK2 P3895,4.6972
E2AK2 P3900,4.8034
E2AK2 P3905,4.9131
E2AK2 P3910,5.0262
E2AK2 P3915,5.1427
E2AK2 P3920,5.2633
E2AK2 P3925,5.3877
E2AK2 P3930,5.5163
E2AK2 P3935,5.6490
E2AK2 P3940,5.7862
E2AK2 P3945,5.9281
E2AK2 P3950,6.0747
E2AK2 P3955,6.2261
E2AK2 P3960,6.3827
E2AK2 P3965,6.5448
E2AK2 P3970,6.7122
E2AK2 P3975,6.8855
E2AK2 P3980,7.0651
E2AK2 P3985,7.2508
E2AK2 P3990,7.4432
E2AK2 P3995,7.6427
E2AK2 P4000,7.8490
E2AK2 P4005,8.0627
E2AK2 P4010,8.2841
E2AK2 P4015,8.5132
E2AK2 P4020,8.7501
E2AK2 P4025,8.9939
E2AK2 P4030,9.2409
E2AK2 P4035,9.4969
E2AK2 P4040,9.7621
E2AK2 P4045,10.0352
E2AK2 P4050,10.3184
E2AK2 P4055,10.6112
E2AK2 P4060,10.9134
E2AK2 P4065,11.2260
E2AK2 P4070,11.5484
E2AK2 P4075,11.8811
E2AK2 P4080,12.2246
E2AK2 P4085,12.5768
E2AK2 P4090,12.9423
E2AK2 P4095,13.3186
E2AK2 P4100,13.7076
E2AK2 P4105,14.1077
E2AK2 P4110,14.5168
E2AK2 P4115,14.9397
E2AK2 P4120,15.3746
E2AK2 P4125,15.8224
E2AK2 P4130,16.2830
E2AK2 P4135,16.7565
E2AK2 P4140,17.2443
E2AK2 P4145,17.7454
E2AK2 P4150,18.2607
E2AK2 P4155,18.7908
E2AK2 P4160,19.3364
E2AK2 P4165,19.8967
E2AK2 P4170,20.4724
E2AK2 P4175,21.0641
E2AK2 P4180,21.6723
E2AK2 P4185,22.2970
E2AK2 P4190,22.9384
E2AK2 P4195,23.5971
E2AK2 P4200,24.2744
E2AK2 P4205,24.9689
E2AK2 P4210,25.6820
E2AK2 P4215,26.4136
E2AK2 P4220,27.1654
E2AK2 P4225,27.9370
E2AK2 P4230,28.7281
E2AK2 P4235,29.5411
E2AK2 P4240,30.3725
E2AK2 P4245,31.2275
E2AK2 P4250,32.1057
E2AK2 P4255,33.0056
E2AK2 P4260,33.9270
E2AK2 P4265,34.8689
E2AK2 P4270,35.8357
E2AK2 P4275,36.8267
E2AK2 P4280,37.8434
E2AK2 P4285,38.8863
E2AK2 P4290,39.9549
E2AK2 P4295,41.0499
E2AK2 P4300,42.1716
E2AK2 P4305,43.3206
E2AK2 P4310,44.4975
E2AK2 P4315,45.7021
E2AK2 P4320,46.9352
E2AK2 P4325,48.1971
E2AK2 P4330,49.4888
E2AK2 P4335,50.8094
E2AK2 P4340,52.1608
E2AK2 P4345,53.5433
E2AK2 P4350,54.9628
E2AK2 P4355,56.4219
E2AK2 P4360,57.9100
E2AK2 P4365,59.4275
E2AK2 P4370,60.9753
E2AK2 P4375,62.5545
E2AK2 P4380,64.1659
E2AK2 P4385,65.8099
E2AK2 P4390,67.4887
E2AK2 P4395,69.2024
E2AK2 P4400,70.9513
E2AK2 P4405,72.7395
E2AK2 P4410,74.5627
E2AK2 P4415,76.4257
E2AK2 P4420,78.3292
E2AK2 P4425,80.2827
E2AK2 P4430,82.2912
E2AK2 P4435,84.3483
E2AK2 P4440,86.4514
E2AK2 P4445,88.6073
E2AK2 P4450,90.8154
E2AK2 P4455,93.0763
E2AK2 P4460,95.3914
E2AK2 P4465,97.7631
E2AK2 P4470,100.1921
E2AK2 P4475,102.6796
E2AK2 P4480,105.2274
E2AK2 P4485,107.8360
E2AK2 P4490,110.5071
E2AK2 P4495,113.2420
E2AK2 P4500,116.0435
E2AK2 P4505,118.9127
E2AK2 P4510,121.8480
E2AK2 P4515,124.8503
E2AK2 P4520,127.9199
E2AK2 P4525,131.0577
E2AK2 P4530,134.2638
E2AK2 P4535,137.5387
E2AK2 P4540,140.8820
E2AK2 P4545,144.2928
E2AK2 P4550,147.7713
E2AK2 P4555,151.3174
E2AK2 P4560,154.9300
E2AK2 P4565,158.6091
E2AK2 P4570,162.3533
E2AK2 P4575,166.1532
E2AK2 P4580,170.0148
E2AK2 P4585,173.9391
E2AK2 P4590,177.9237
E2AK2 P4595,181.9672
E2AK2 P4600,186.0676
E2AK2 P4605,190.2224
E2AK2 P4610,194.4300
E2AK2 P4615,198.6883
E2AK2 P4620,202.9959
E2AK2 P4625,207.3499
E2AK2 P4630,211.7500
E2AK2 P4635,216.1908
E2AK2 P4640,220.6729
E2AK2 P4645,225.1928
E2AK2 P4650,229.7498
E2AK2 P4655,234.3409
E2AK2 P4660,238.9647
E2AK2 P4670,248.3019
E2AK2 P4680,257.7427
E2AK2 P4690,267.2753
E2AK2 P4700,276.8848
E2AK2 P4710,286.5594
E2AK2 P4720,296.2920
E2AK2 P4730,306.0650
E2CK2 C3580,846.9052
E2CK2 C3590,836.9669
E2CK2 C3600,827.0293
E2CK2 C3610,817.0952
E2CK2 C3620,807.1649
E2CK2 C3630,797.1225
E2CK2 C3640,787.1919
E2CK2 C3650,777.2635
E2CK2 C3660,767.3384
E2CK2 C3670,757.4161
E2CK2 C3680,747.4976
E2CK2 C3690,737.5827
E2CK2 C3700,727.6723
E2CK2 C3710,717.7659
E2CK2 C3720,707.8641
E2CK2 C3730,697.9665
E2CK2 C3735,693.0199
E2CK2 C3740,688.0743
E2CK2 C3745,683.1301
E2CK2 C3750,678.1873
E2CK2 C3755,673.2459
E2CK2 C3760,668.3062
E2CK2 C3765,663.3680
E2CK2 C3770,658.4314
E2CK2 C3775,653.4967
E2CK2 C3780,648.5632
E2CK2 C3785,643.6319
E2CK2 C3790,638.7026
E2CK2 C3795,633.7753
E2CK2 C3800,628.8498
E2CK2 C3805,623.9265
E2CK2 C3810,619.0049
E2CK2 C3815,614.0858
E2CK2 C3820,609.1691
E2CK2 C3825,604.2549
E2CK2 C3830,599.3434
E2CK2 C3835,594.4344
E2CK2 C3840,589.5283
E2CK2 C3845,584.6251
E2CK2 C3850,579.7242
E2CK2 C3855,574.8264
E2CK2 C3860,569.9315
E2CK2 C3865,565.0396
E2CK2 C3870,560.1509
E2CK2 C3875,555.2652
E2CK2 C3880,550.3830
E2CK2 C3885,545.5045
E2CK2 C3890,540.6290
E2CK2 C3895,535.7577
E2CK2 C3900,530.8900
E2CK2 C3905,526.0263
E2CK2 C3910,521.1666
E2CK2 C3915,516.3112
E2CK2 C3920,511.4603
E2CK2 C3925,506.6140
E2CK2 C3930,501.7723
E2CK2 C3935,496.9355
E2CK2 C3940,492.1039
E2CK2 C3945,487.2772
E2CK2 C3950,482.4562
E2CK2 C3955,477.6412
E2CK2 C3960,472.8319
E2CK2 C3965,468.0286
E2CK2 C3970,463.2317
E2CK2 C3975,458.4416
E2CK2 C3980,453.6582
E2CK2 C3985,448.8821
E2CK2 C3990,444.1132
E2CK2 C3995,439.3515
E2CK2 C4000,434.5972
E2CK2 C4005,429.8465
E2CK2 C4010,425.1030
E2CK2 C4015,420.3667
E2CK2 C4020,415.6399
E2CK2 C4025,410.9220
E2CK2 C4030,406.2126
E2CK2 C4035,401.5119
E2CK2 C4040,396.8206
E2CK2 C4045,392.1389
E2CK2 C4050,387.4669
E2CK2 C4055,382.8044
E2CK2 C4060,378.1522
E2CK2 C4065,373.5101
E2CK2 C4070,368.8783
E2CK2 C4075,364.2565
E2CK2 C4080,359.6460
E2CK2 C4085,355.0474
E2CK2 C4090,350.4570
E2CK2 C4095,345.8809
E2CK2 C4100,341.3157
E2CK2 C4105,336.7624
E2CK2 C4110,332.2211
E2CK2 C4115,327.6921
E2CK2 C4120,323.1756
E2CK2 C4125,318.6720
E2CK2 C4130,314.1784
E2CK2 C4135,309.7000
E2CK2 C4140,305.2354
E2CK2 C4145,300.7854
E2CK2 C4150,296.3496
E2CK2 C4155,291.9278
E2CK2 C4160,287.5211
E2CK2 C4165,283.1288
E2CK2 C4170,278.7529
E2CK2 C4175,274.3922
E2CK2 C4180,270.0477
E2CK2 C4185,265.7199
E2CK2 C4190,261.4089
E2CK2 C4195,257.1145
E2CK2 C4200,252.8376
E2CK2 C4205,248.5780
E2CK2 C4210,244.3369
E2CK2 C4215,240.1150
E2CK2 C4220,235.9116
E2CK2 C4225,231.7279
E2CK2 C4230,227.5620
E2CK2 C4235,223.4174
E2CK2 C4240,219.2933
E2CK2 C4245,215.1921
E2CK2 C4250,211.1099
E2CK2 C4255,207.0464
E2CK2 C4260,203.0062
E2CK2 C4265,198.9891
E2CK2 C4270,194.9955
E2CK2 C4275,191.0251
E2CK2 C4280,187.0792
E2CK2 C4285,183.1587
E2CK2 C4290,179.2624
E2CK2 C4295,175.3914
E2CK2 C4300,171.5457
E2CK2 C4305,167.7264
E2CK2 C4310,163.9333
E2CK2 C4315,160.1666
E2CK2 C4320,156.4268
E2CK2 C4325,152.7147
E2CK2 C4330,149.0303
E2CK2 C4335,145.3737
E2CK2 C4340,141.7484
E2CK2 C4345,138.1526
E2CK2 C4350,134.5923
E2CK2 C4355,131.0599
E2CK2 C4360,127.5546
E2CK2 C4365,124.0798
E2CK2 C4370,120.6326
E2CK2 C4375,117.2151
E2CK2 C4380,113.8282
E2CK2 C4385,110.4722
E2CK2 C4390,107.1490
E2CK2 C4395,103.8589
E2CK2 C4400,100.6016
E2CK2 C4405,97.3792
E2CK2 C4410,94.1922
E2CK2 C4415,91.0423
E2CK2 C4420,87.9299
E2CK2 C4425,84.8666
E2CK2 C4430,81.8571
E2CK2 C4435,78.8927
E2CK2 C4440,75.9736
E2CK2 C4445,73.1014
E2CK2 C4450,70.2780
E2CK2 C4455,67.5046
E2CK2 C4460,64.7815
E2CK2 C4465,62.1112
E2CK2 C4470,59.4948
E2CK2 C4475,56.9334
E2CK2 C4480,54.4275
E2CK2 C4485,51.9821
E2CK2 C4490,49.5959
E2CK2 C4495,47.2666
E2CK2 C4500,45.0008
E2CK2 C4505,42.7990
E2CK2 C4510,40.6612
E2CK2 C4515,38.5883
E2CK2 C4520,36.5795
E2CK2 C4525,34.6361
E2CK2 C4530,32.7583
E2CK2 C4535,30.9466
E2CK2 C4540,29.2016
E2CK2 C4545,27.5231
E2CK2 C4550,25.9102
E2CK2 C4555,24.3632
E2CK2 C4560,22.8815
E2CK2 C4565,21.4651
E2CK2 C4570,20.1136
E2CK2 C4575,18.8261
E2CK2 C4580,17.5998
E2CK2 C4585,16.4269
E2CK2 C4590,15.3136
E2CK2 C4595,14.2613
E2CK2 C4600,13.2670
E2CK2 C4605,12.3296
E2CK2 C4610,11.4467
E2CK2 C4615,10.6160
E2CK2 C4620,9.8357
E2CK2 C4625,9.1043
E2CK2 C4630,8.4201
E2CK2 C4635,7.7803
E2CK2 C4640,7.1823
E2CK2 C4645,6.6264
E2CK2 C4650,6.1084
E2CK2 C4655,5.6280
E2CK2 C4660,5.1819
E2CK2 C4670,4.3877
E2CK2 C4680,3.7104
E2CK2 C4690,3.1361
E2CK2 C4700,2.6499
E2CK2 C4710,2.2420
E2CK2 C4720,1.8973
E2CK2 C4730,1.6093
E2CK2 C4740,1.3709
E2CK2 C4750,1.1666
E2CK2 C4760,0.9937
E2CK2 C4770,0.8500
E2CK2 C4780,0.7318
E2CK2 C4790,0.6293
E2CK2 C4800,0.5421
E2CK2 C4810,0.4677
E2CK2 C4820,0.4029
E2CK2 C4830,0.3474
E2CK2 C4840,0.3002
E2CK2 C4850,0.2588
E2CK2 C4860,0.2228
E2CK2 C4870,0.1924
E2CK2 C4880,0.1665
E2CK2 C4900,0.1260
E2CK2 C4950,0.0747
E2CK2 P2200,0.0590
E2CK2 P2300,0.0790
E2CK2 P2400,0.1046
E2CK2 P2500,0.1383
E2CK2 P2600,0.1782
E2CK2 P2650,0.2003
E2CK2 P2700,0.2263
E2CK2 P2750,0.2587
E2CK2 P2800,0.2952
E2CK2 P2850,0.3318
E2CK2 P2900,0.3662
E2CK2 P2950,0.4045
E2CK2 P3000,0.4551
E2CK2 P3050,0.5214
E2CK2 P3100,0.6076
E2CK2 P3150,0.7003
E2CK2 P3200,0.7982
E2CK2 P3250,0.9035
E2CK2 P3300,1.0175
E2CK2 P3310,1.0416
E2CK2 P3320,1.0664
E2CK2 P3330,1.0925
E2CK2 P3340,1.1192
E2CK2 P3350,1.1467
E2CK2 P3360,1.1755
E2CK2 P3370,1.2053
E2CK2 P3380,1.2364
E2CK2 P3390,1.2685
E2CK2 P3400,1.3022
E2CK2 P3410,1.3370
E2CK2 P3420,1.3731
E2CK2 P3430,1.4105
E2CK2 P3440,1.4492
E2CK2 P3450,1.4889
E2CK2 P3460,1.5296
E2CK2 P3470,1.5714
E2CK2 P3480,1.6140
E2CK2 P3490,1.6575
E2CK2 P3500,1.7018
E2CK2 P3510,1.7473
E2CK2 P3520,1.7938
E2CK2 P3530,1.8413
E2CK2 P3540,1.8917
E2CK2 P3550,1.9436
E2CK2 P3560,1.9968
E2CK2 P3570,2.0512
E2CK2 P3580,2.1067
E2CK2 P3590,2.1633
E2CK2 P3600,2.2218
E2CK2 P3610,2.2815
E2CK2 P3620,2.3428
E2CK2 P3630,2.4064
E2CK2 P3640,2.4722
E2CK2 P3650,2.5403
E2CK2 P3660,2.6115
E2CK2 P3670,2.6857
E2CK2 P3680,2.7636
E2CK2 P3690,2.8451
E2CK2 P3700,2.9312
E2CK2 P3710,3.0212
E2CK2 P3720,3.1159
E2CK2 P3730,3.2147
E2CK2 P3735,3.2663
E2CK2 P3740,3.3189
E2CK2 P3745,3.3729
E2CK2 P3750,3.4283
E2CK2 P3755,3.4852
E2CK2 P3760,3.5437
E2CK2 P3765,3.6037
E2CK2 P3770,3.6653
E2CK2 P3775,3.7288
E2CK2 P3780,3.7935
E2CK2 P3785,3.8604
E2CK2 P3790,3.9294
E2CK2 P3795,4.0002
E2CK2 P3800,4.0730
E2CK2 P3805,4.1479
E2CK2 P3810,4.2245
E2CK2 P3815,4.3037
E2CK2 P3820,4.3852
E2CK2 P3825,4.4692
E2CK2 P3830,4.5559
E2CK2 P3835,4.6451
E2CK2 P3840,4.7372
E2CK2 P3845,4.8323
E2CK2 P3850,4.9295
E2CK2 P3855,5.0299
E2CK2 P3860,5.1332
E2CK2 P3865,5.2396
E2CK2 P3870,5.3490
E2CK2 P3875,5.4616
E2CK2 P3880,5.5776
E2CK2 P3885,5.6973
E2CK2 P3890,5.8200
E2CK2 P3895,5.9470
E2CK2 P3900,6.0775
E2CK2 P3905,6.2120
E2CK2 P3910,6.3505
E2CK2 P3915,6.4934
E2CK2 P3920,6.6407
E2CK2 P3925,6.7926
E2CK2 P3930,6.9491
E2CK2 P3935,7.1105
E2CK2 P3940,7.2771
E2CK2 P3945,7.4486
E2CK2 P3950,7.6258
E2CK2 P3955,7.8090
E2CK2 P3960,7.9980
E2CK2 P3965,8.1929
E2CK2 P3970,8.3941
E2CK2 P3975,8.6022
E2CK2 P3980,8.8171
E2CK2 P3985,9.0392
E2CK2 P3990,9.2685
E2CK2 P3995,9.5050
E2CK2 P4000,9.7490
E2CK2 P4005,9.9965
E2CK2 P4010,10.2512
E2CK2 P4015,10.5131
E2CK2 P4020,10.7846
E2CK2 P4025,11.0648
E2CK2 P4030,11.3536
E2CK2 P4035,11.6512
E2CK2 P4040,11.9581
E2CK2 P4045,12.2746
E2CK2 P4050,12.6008
E2CK2 P4055,12.9365
E2CK2 P4060,13.2825
E2CK2 P4065,13.6387
E2CK2 P4070,14.0050
E2CK2 P4075,14.3814
E2CK2 P4080,14.7692
E2CK2 P4085,15.1688
E2CK2 P4090,15.5766
E2CK2 P4095,15.9987
E2CK2 P4100,16.4318
E2CK2 P4105,16.8766
E2CK2 P4110,17.3336
E2CK2 P4115,17.8028
E2CK2 P4120,18.2845
E2CK2 P4125,18.7791
E2CK2 P4130,19.2837
E2CK2 P4135,19.8036
E2CK2 P4140,20.3372
E2CK2 P4145,20.8854
E2CK2 P4150,21.4478
E2CK2 P4155,22.0242
E2CK2 P4160,22.6158
E2CK2 P4165,23.2217
E2CK2 P4170,23.8440
E2CK2 P4175,24.4815
E2CK2 P4180,25.1352
E2CK2 P4185,25.8056
E2CK2 P4190,26.4929
E2CK2 P4195,27.1966
E2CK2 P4200,27.9179
E2CK2 P4205,28.6566
E2CK2 P4210,29.4137
E2CK2 P4215,30.1900
E2CK2 P4220,30.9848
E2CK2 P4225,31.7993
E2CK2 P4230,32.6317
E2CK2 P4235,33.4852
E2CK2 P4240,34.3594
E2CK2 P4245,35.2564
E2CK2 P4250,36.1724
E2CK2 P4255,37.1071
E2CK2 P4260,38.0651
E2CK2 P4265,39.0462
E2CK2 P4270,40.0508
E2CK2 P4275,41.0787
E2CK2 P4280,42.1310
E2CK2 P4285,43.2087
E2CK2 P4290,44.3106
E2CK2 P4295,45.4378
E2CK2 P4300,46.5903
E2CK2 P4305,47.7693
E2CK2 P4310,48.9744
E2CK2 P4315,50.2059
E2CK2 P4320,51.4643
E2CK2 P4325,52.7504
E2CK2 P4330,54.0642
E2CK2 P4335,55.4059
E2CK2 P4340,56.7788
E2CK2 P4345,58.1812
E2CK2 P4350,59.6190
E2CK2 P4355,61.0849
E2CK2 P4360,62.5778
E2CK2 P4365,64.1012
E2CK2 P4370,65.6522
E2CK2 P4375,67.2329
E2CK2 P4380,68.8443
E2CK2 P4385,70.4864
E2CK2 P4390,72.1615
